ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	SPOT_ID
16959644	0.136701	8.39e-04	-3.78029111	-0.53217	-5.02e-01	NM_178130	
16771463	0.136701	8.45e-04	3.77788036	-0.53759	2.36e-01	NM_016237	
16993528	0.136701	8.53e-04	-3.77420818	-0.54586	-3.72e-01	NR_027183	
16679546	0.136701	8.55e-04	3.77287523	-0.54886	3.09e-01	NM_016076	
17106183	0.136701	8.56e-04	3.77272334	-0.5492	4.72e-01		ENST00000372073
17079431	0.136701	8.56e-04	3.77270479	-0.54924	1.22		--normgene->exon
16919703	0.136701	8.56e-04	-3.77243731	-0.54984	-5.30e-01		ENST00000477313
16696548	0.136701	8.60e-04	-3.77075383	-0.55363	-4.49e-01		ENST00000367696
17125288	0.136701	8.62e-04	3.77015515	-0.55498	6.80e-01		--rescue
16714343	0.136701	8.63e-04	-3.76953491	-0.55637	-4.29e-01		ENST00000431906
16972912	0.136701	8.63e-04	3.76941824	-0.55664	3.44e-01	NM_001151	
16803217	0.136701	8.65e-04	-3.76857565	-0.55853	-4.62e-01		ENST00000435356
17061296	0.136701	8.66e-04	-3.76792698	-0.55999	-8.03e-01		ENST00000516238
16769564	0.136701	8.68e-04	3.76745121	-0.56106	2.45e-01		ENST00000546699
16887147	0.136701	8.69e-04	3.76660208	-0.56297	4.16e-01	NM_152381	
16830575	0.137091	8.74e-04	-3.76435479	-0.56803	-4.75e-01	NR_002604	
16812933	0.137242	8.84e-04	3.76030243	-0.57714	5.58e-01		ENST00000560439
16841083	0.137242	8.84e-04	-3.76001385	-0.57779	-3.03e-01	NM_001142633	
16652905	0.137242	8.87e-04	-3.75859112	-0.58099	-5.90e-01		--normgene->intron
16766260	0.137242	8.88e-04	3.75843773	-0.58134	2.32e-01	NM_001686	
16751993	0.137242	8.88e-04	-3.7582792	-0.58169	-4.39e-01		ENST00000546500
16791849	0.137548	8.93e-04	3.75629094	-0.58616	4.58e-01	NM_138288	
17022736	0.137616	8.96e-04	-3.75498387	-0.5891	-3.77e-01	NM_016262	
16653557	0.138515	9.05e-04	-3.75109592	-0.59784	-6.51e-01		--normgene->intron
16732026	0.138515	9.07e-04	3.75022492	-0.5998	3.40e-01		ENST00000384731
16818877	0.138827	9.14e-04	3.74700888	-0.60703	3.24e-01		ENST00000570060
16852226	0.138827	9.16e-04	3.74615647	-0.60894	4.78e-01	NM_152470	
16978296	0.138827	9.17e-04	3.74603436	-0.60922	4.13e-01	AL832378	
16832268	0.138907	9.20e-04	3.74450891	-0.61264	3.76e-01		ENST00000395491
16886491	0.138907	9.23e-04	-3.74331106	-0.61534	-3.29e-01	NM_007115	
16849920	0.138907	9.25e-04	-3.74252258	-0.61711	-4.43e-01		TCONS_00025782-XLOC_012588
16914563	0.139033	9.28e-04	-3.74107888	-0.62035	-3.38e-01		TCONS_00027938-XLOC_013544
16727212	0.139369	9.33e-04	-3.73905334	-0.6249	-1.06		--normgene->exon
16836977	0.139473	9.36e-04	3.7376777	-0.62799	3.82e-01	NM_016360	
16794241	0.140394	9.45e-04	-3.73403268	-0.63618	-5.25e-01		ENST00000384041
16790673	0.143238	9.67e-04	-3.72513996	-0.65614	-3.53e-01	NM_022478	
16752624	0.143883	9.78e-04	3.7207209	-0.66605	1.06	NM_001099337	
17070217	0.143883	9.82e-04	3.71906946	-0.66976	2.30e-01		ENST00000520603
17021738	0.143883	9.84e-04	-3.71853983	-0.67095	-7.11e-01	NM_021813	
16823884	0.143883	9.84e-04	3.71848958	-0.67106	3.49e-01	NM_002761	
16706065	0.143883	9.85e-04	-3.71803909	-0.67207	-4.92e-01		chr10(+):75141191-75143254
16682771	0.14399	9.90e-04	-3.71616911	-0.67627	-9.79e-01	NM_000300	
16978873	0.14399	9.92e-04	3.71515892	-0.67853	6.09e-01	NM_031279	
16861887	0.14399	9.99e-04	3.71256212	-0.68436	3.36e-01	BC014786	
16939863	0.14399	1.00e-03	3.71219529	-0.68518	3.68e-01		ENST00000417237
16714699	0.14399	1.00e-03	-3.71201233	-0.68559	-5.08e-01	NR_024554	
17044602	0.14399	1.00e-03	3.71142271	-0.68691	4.05e-01	NM_182898	
17057433	0.14408	1.01e-03	3.71013541	-0.6898	3.26e-01	NM_004749	
17089863	0.144547	1.01e-03	3.7078319	-0.69496	6.28e-01		ENST00000372642
17051601	0.145394	1.02e-03	3.70337907	-0.70494	2.65e-01	NM_001868	
16867784	0.145394	1.02e-03	-3.70335282	-0.705	-7.52e-01	NM_000064	
16928967	0.145394	1.03e-03	3.70244152	-0.70704	5.04e-01		ENST00000266263
16653737	0.145494	1.03e-03	-3.70114166	-0.70996	-7.38e-01		--normgene->intron
17013024	0.146954	1.04e-03	-3.69621446	-0.721	-2.93e-01	NM_015439	
16650151	0.149369	1.06e-03	-3.68761714	-0.74025	-9.23e-01		--normgene->intron
16852241	0.149369	1.07e-03	3.68566171	-0.74463	3.25e-01		ENST00000356157
17096931	0.149369	1.07e-03	3.68447422	-0.74729	3.29e-01	NM_032012	
17123206	0.149369	1.07e-03	3.68429691	-0.74769	2.45e-01		--rescue
16786367	0.149369	1.08e-03	3.68376053	-0.74889	3.90e-01	NM_182476	
16808663	0.149369	1.08e-03	3.68373045	-0.74895	3.52e-01		ENST00000459154
16717606	0.149418	1.08e-03	3.68162064	-0.75368	2.85e-01	NM_005004	
16967257	0.149418	1.08e-03	3.68137101	-0.75424	3.28e-01		chr4(+):66535679-66563747
17109927	0.149418	1.08e-03	-3.68057595	-0.75601	-2.92e-01	NM_000109	
16653755	0.149705	1.09e-03	-3.6783314	-0.76104	-4.87e-01		--normgene->intron
16919044	0.149705	1.09e-03	3.67782306	-0.76218	6.14e-01	NM_002895	
16721807	0.150599	1.10e-03	-3.6744973	-0.76962	-2.75e-01	NR_002962	
16919408	0.151105	1.11e-03	-3.6721899	-0.77478	-3.28e-01	NM_016470	
16846546	0.151169	1.11e-03	3.67091863	-0.77762	3.53e-01	NM_174920	
16739796	0.151169	1.11e-03	3.67003804	-0.77959	5.00e-01	NM_173587	
17047795	0.151184	1.12e-03	3.66802987	-0.78408	4.22e-01		ENST00000435819
16934340	0.151184	1.12e-03	-3.66766252	-0.7849	-4.46e-01		ENST00000517198
17004551	0.151184	1.12e-03	3.66704042	-0.78629	2.88e-01	NM_001003699	
17094761	0.151794	1.13e-03	-3.664485	-0.79201	-4.19e-01	NM_001206	
16662664	0.152595	1.14e-03	-3.66144679	-0.7988	-4.26e-01		ENST00000373045
16895979	0.15274	1.14e-03	3.66009823	-0.80181	3.56e-01		TCONS_00004186-XLOC_002030
16967631	0.152899	1.15e-03	3.65871706	-0.8049	6.14e-01	NM_001098484	
16987441	0.152927	1.15e-03	3.6566395	-0.80954	2.89e-01		ENST00000510343
17125954	0.152927	1.15e-03	-3.6559228	-0.81115	-4.65e-01		--rescue
16751997	0.152927	1.16e-03	-3.65506513	-0.81306	-8.31e-01		--normgene->exon
16709512	0.152927	1.16e-03	-3.65444865	-0.81444	-3.02e-01	NM_020940	
16677391	0.152927	1.16e-03	3.65380854	-0.81587	6.81e-01		ENST00000498508
16692553	0.153595	1.17e-03	-3.65114243	-0.82183	-5.17e-01	CR936830	
17057054	0.154244	1.18e-03	3.6480084	-0.82882	4.12e-01		ENST00000411326
16980679	0.154244	1.18e-03	3.64757894	-0.82978	3.59e-01		TCONS_00007881-XLOC_004125
16839769	0.154407	1.19e-03	3.64527687	-0.83492	3.54e-01	NR_037928	
17106913	0.154407	1.19e-03	3.645259	-0.83496	3.92e-01	NM_021946	
16949988	0.154981	1.19e-03	3.64285649	-0.84033	1.12		TCONS_00006387-XLOC_003006
17100507	0.155026	1.21e-03	-3.63903122	-0.84887	-4.19e-01	NM_001098537	
16924506	0.155026	1.21e-03	-3.63776764	-0.85169	-3.27e-01		TCONS_00028901-XLOC_014036
16840961	0.155026	1.21e-03	3.63618183	-0.85523	5.62e-01	NR_024447	
16742945	0.155026	1.21e-03	-3.63609581	-0.85542	-3.40e-01	NM_001039618	
16983152	0.155026	1.22e-03	-3.635379	-0.85702	-2.67e-01	NR_045196	
17114643	0.155026	1.22e-03	-3.6353276	-0.85713	-3.84e-01	NM_173694	
16813267	0.155026	1.22e-03	3.63461006	-0.85873	4.84e-01		ENST00000558334
16850865	0.155026	1.22e-03	-3.63375378	-0.86064	-3.43e-01	NM_015208	
16987087	0.155026	1.22e-03	3.63342799	-0.86137	6.21e-01	AL050132	
17092490	0.155026	1.23e-03	3.6319635	-0.86464	2.26e-01	NM_001190737	
16755535	0.155026	1.23e-03	3.63161462	-0.86542	3.71e-01		--normgene->exon
16724849	0.155026	1.23e-03	3.63152298	-0.86562	8.20e-01		ENST00000457912
16953021	0.155243	1.23e-03	3.6300527	-0.8689	1.04		TCONS_00006505-XLOC_003111
16723659	0.156475	1.25e-03	-3.62603606	-0.87786	-2.70e-01		ENST00000534165
16696531	0.157214	1.25e-03	-3.62327336	-0.88402	-6.53e-01		ENST00000385582
16819181	0.15766	1.26e-03	3.62124748	-0.88853	3.45e-01	NM_018233	
17101465	0.158267	1.27e-03	3.61807146	-0.89561	3.92e-01	NM_078628	
16857928	0.158267	1.27e-03	-3.61729836	-0.89734	-2.43e-01		--normgene->exon
16900494	0.158267	1.28e-03	-3.61628313	-0.8996	-4.52e-01		--normgene->exon
16946393	0.158267	1.28e-03	-3.61446884	-0.90364	-4.81e-01		ENST00000286364
17117416	0.158267	1.28e-03	3.61437591	-0.90385	6.62e-01	BC045168	
16932081	0.158267	1.29e-03	3.6137275	-0.90529	7.87e-01	BX648058	
16957565	0.158267	1.29e-03	3.61317472	-0.90652	5.68e-01		TCONS_00007239-XLOC_003221
16701775	0.158267	1.29e-03	3.6124943	-0.90804	5.99e-01	NR_027709	
16684429	0.158393	1.29e-03	3.61128519	-0.91073	8.03e-01	NM_004102	
16812669	0.159285	1.30e-03	3.60818557	-0.91764	4.65e-01		ENST00000334574
16966712	0.159437	1.31e-03	3.60668014	-0.92099	3.14e-01	NR_024031	
17055863	0.159437	1.31e-03	-3.60510762	-0.92449	-2.67e-01	NM_013293	
16874156	0.159437	1.32e-03	3.6045292	-0.92578	3.94e-01	NM_002103	
16664569	0.159437	1.32e-03	3.60425236	-0.9264	2.97e-01		ENST00000262662
16861907	0.159917	1.33e-03	3.60168264	-0.93212	4.73e-01	NM_021107	
16748556	0.159917	1.33e-03	-3.60121652	-0.93316	-4.87e-01		ENST00000408684
17059119	0.159917	1.33e-03	3.6004219	-0.93492	4.57e-01	NM_006379	
17121358	0.160349	1.34e-03	3.5984829	-0.93924	3.04e-01		--rescue
16899846	0.160571	1.34e-03	3.59690897	-0.94274	2.53e-01	NM_006839	
16758671	0.160571	1.34e-03	-3.59618818	-0.94435	-3.57e-01	NM_024809	
17071973	0.161284	1.35e-03	3.59357386	-0.95016	3.83e-01		chr8(+):110986172-110987010
16676643	0.162576	1.37e-03	3.5895686	-0.95907	4.38e-01	NM_004759	
16853962	0.162668	1.37e-03	3.58847431	-0.96151	4.33e-01	NR_040241	
16676258	0.162777	1.38e-03	-3.58508132	-0.96905	-5.22e-01		ENST00000550078
17121878	0.162777	1.38e-03	3.58477305	-0.96974	5.29e-01		--rescue
17084669	0.162777	1.39e-03	3.58413084	-0.97116	6.41e-01	NR_052015	
16773507	0.162777	1.39e-03	3.58411997	-0.97119	2.54e-01	NM_002097	
16780640	0.162777	1.39e-03	3.58388878	-0.9717	4.78e-01		TCONS_00022099-XLOC_010709
16688535	0.163586	1.40e-03	3.58025193	-0.97979	3.80e-01		ENST00000363731
17003401	0.163586	1.40e-03	-3.58022506	-0.97985	-6.01e-01	NR_026921	
17005089	0.16374	1.41e-03	3.57878009	-0.98306	4.65e-01		TCONS_00011706-XLOC_005185
17123936	0.16374	1.41e-03	3.57814492	-0.98447	2.85e-01		--rescue
16909317	0.163764	1.41e-03	-3.57723674	-0.98649	-4.62e-01		ENST00000517197
16887179	0.163884	1.42e-03	3.5756987	-0.98991	3.59e-01		ENST00000305747
16691177	0.163884	1.42e-03	-3.5752506	-0.9909	-4.10e-01	NM_015906	
17048223	0.165616	1.44e-03	3.57026765	-1.00197	6.26e-01		ENST00000480135
16670454	0.165911	1.45e-03	3.56776064	-1.00754	1.56		ENST00000369111
17106822	0.165911	1.45e-03	-3.56712017	-1.00896	-3.79e-01	NM_000276	
16819264	0.165911	1.45e-03	-3.56703842	-1.00914	-5.95e-01		ENST00000394485
16976362	0.165947	1.45e-03	-3.56611244	-1.0112	-3.58e-01		ENST00000273853
16695284	0.166734	1.46e-03	-3.56341375	-1.01719	-2.44e-01	NR_028103	
16884967	0.166895	1.47e-03	3.56093624	-1.02269	3.75e-01	NM_020548	
16791153	0.166895	1.47e-03	-3.56080181	-1.02299	-2.81e-01	NM_014169	
17068367	0.166895	1.47e-03	3.56052973	-1.02359	3.58e-01		ENST00000384125
16884554	0.167268	1.48e-03	3.55806462	-1.02906	3.16e-01	BC041437	
16681082	0.167268	1.48e-03	3.55760148	-1.03009	5.56e-01	NM_012405	
17006403	0.167268	1.48e-03	-3.55716248	-1.03106	-5.73e-01		ENST00000418800
16915448	0.167688	1.49e-03	3.555156	-1.03551	3.23e-01	NM_022106	
16653795	0.167688	1.49e-03	-3.55452364	-1.03692	-5.53e-01		--normgene->intron
16977094	0.168374	1.50e-03	-3.55209441	-1.0423	-3.17e-01	NM_005506	
17080160	0.169939	1.52e-03	3.54683109	-1.05398	3.75e-01		TCONS_00015134-XLOC_007181
16855467	0.169939	1.52e-03	-3.5468091	-1.05402	-4.32e-01		ENST00000384138
16787430	0.171096	1.54e-03	-3.54331692	-1.06176	-4.50e-01	NM_006888	
16652561	0.171739	1.55e-03	-3.54010981	-1.06887	-9.95e-01		--normgene->intron
16771565	0.171739	1.55e-03	-3.53931816	-1.07063	-6.88e-01		--normgene->exon
17083370	0.171739	1.56e-03	-3.53886785	-1.07162	-4.02e-01	NM_025239	
16999712	0.171739	1.56e-03	3.53786409	-1.07385	3.42e-01		ENST00000401867
16857922	0.171739	1.56e-03	-3.53777295	-1.07405	-3.96e-01		--normgene->exon
16758621	0.171809	1.56e-03	3.53680258	-1.0762	1.63		--normgene->exon
16715997	0.171988	1.57e-03	-3.53558602	-1.07889	-4.61e-01		TCONS_l2_00004215-XLOC_l2_002033
16974830	0.171994	1.57e-03	3.53476602	-1.08071	4.52e-01	NM_013261	
17074848	0.172337	1.58e-03	3.53317851	-1.08423	3.10e-01	NM_182643	
16883498	0.173837	1.60e-03	3.52833759	-1.09495	4.36e-01	NM_002518	
16809929	0.173837	1.60e-03	-3.52815639	-1.09535	-2.78e-01	NM_024755	
17045806	0.173879	1.60e-03	3.52722933	-1.0974	5.61e-01	NM_021116	
16911804	0.173879	1.61e-03	-3.52646557	-1.09909	-6.27e-01	NM_020689	
16839976	0.174354	1.61e-03	-3.52459408	-1.10323	-3.74e-01	NM_016376	
16663773	0.174846	1.62e-03	3.52268758	-1.10745	3.10e-01	NM_001384	
16976894	0.175128	1.63e-03	3.52060877	-1.11205	4.13e-01		TCONS_00008505-XLOC_003985
17025177	0.175128	1.63e-03	3.52046637	-1.11237	2.65e-01	NM_006519	
16653805	0.176007	1.66e-03	-3.51324904	-1.12833	-4.03e-01		--normgene->intron
16681611	0.176007	1.66e-03	3.51302982	-1.12881	2.97e-01	NM_003132	
17065873	0.176007	1.66e-03	3.51217606	-1.1307	5.88e-01		TCONS_l2_00028471-XLOC_l2_014123
16904917	0.176007	1.66e-03	3.51216401	-1.13073	5.19e-01	NM_024622	
16817210	0.176007	1.67e-03	3.51078929	-1.13377	3.30e-01	NR_036146	
16975157	0.176007	1.67e-03	3.51029839	-1.13485	2.96e-01	NM_001085399	
16989410	0.176007	1.68e-03	3.50877669	-1.13822	2.85e-01	NM_178019	
17123772	0.176007	1.68e-03	-3.50826187	-1.13935	-2.41e-01		--rescue
16824060	0.176007	1.68e-03	3.50790887	-1.14013	3.55e-01		ENST00000570663
16829464	0.176007	1.69e-03	3.50675822	-1.14268	4.65e-01		ENST00000458979
16810133	0.176007	1.69e-03	-3.50528333	-1.14594	-3.35e-01	NM_134261	
17089198	0.176007	1.70e-03	3.50494519	-1.14668	3.74e-01	NM_014636	
16938322	0.176007	1.70e-03	-3.50484235	-1.14691	-3.50e-01		ENST00000396703
17031712	0.176007	1.70e-03	-3.50481918	-1.14696	-2.93e-01	BC069477	
17074914	0.176007	1.70e-03	-3.50449108	-1.14769	-3.30e-01	NM_138715	
16808296	0.176007	1.70e-03	-3.50424841	-1.14822	-4.32e-01		ENST00000384264
16808338	0.176007	1.70e-03	-3.50424841	-1.14822	-4.32e-01		ENST00000384264
16700512	0.176007	1.70e-03	3.50403737	-1.14869	2.80e-01		TCONS_00000761-XLOC_001258
16680017	0.176007	1.70e-03	3.50373417	-1.14936	9.19e-01	NR_027693	
17120202	0.176684	1.71e-03	-3.50145679	-1.15439	-2.89e-01		--rescue
16938133	0.176953	1.72e-03	-3.5000947	-1.1574	-4.29e-01		ENST00000339732
16651275	0.177346	1.72e-03	-3.49845929	-1.16101	-7.19e-01		--normgene->intron
17117633	0.177849	1.73e-03	-3.49639719	-1.16556	-4.10e-01		chr14(-):90868867-90871954
16893574	0.177849	1.74e-03	3.49548945	-1.16757	3.17e-01		TCONS_l2_00015631-XLOC_l2_007832
17059451	0.177849	1.74e-03	3.49507012	-1.16849	6.23e-01	NM_000443	
16656623	0.178156	1.74e-03	-3.49363463	-1.17166	-9.59e-01		--normgene->intron
16655535	0.178189	1.75e-03	-3.49280977	-1.17348	-8.75e-01		--normgene->intron
16824078	0.178578	1.76e-03	-3.49119561	-1.17705	-4.48e-01		chr16(-):14503947-14512732
16783944	0.180683	1.78e-03	-3.48522532	-1.19022	-1.93e-01		ENST00000298307
16765404	0.180683	1.78e-03	-3.48488469	-1.19097	-3.14e-01	NM_020898	
16704977	0.180683	1.79e-03	3.48431711	-1.19222	4.85e-01	NM_001098512	
17067496	0.182946	1.81e-03	-3.47864597	-1.20473	-3.17e-01	AK096237	
16869034	0.183025	1.82e-03	-3.47630906	-1.20988	-2.58e-01	NR_002944	
17123472	0.183025	1.82e-03	3.47622688	-1.21006	4.10e-01		--rescue
16731225	0.183025	1.84e-03	3.47274496	-1.21774	5.49e-01	NM_031938	
16698521	0.183025	1.84e-03	3.47155642	-1.22036	5.25e-01	NM_033102	
16829508	0.183025	1.85e-03	3.47092535	-1.22175	2.79e-01	NM_013337	
16808334	0.183025	1.85e-03	-3.469929	-1.22394	-2.93e-01	BC050263	
17123876	0.183025	1.85e-03	3.46983935	-1.22414	2.86e-01		--rescue
17027543	0.183025	1.86e-03	3.46889919	-1.22621	3.73e-01		ENST00000552569
17030388	0.183025	1.86e-03	3.46889919	-1.22621	3.73e-01		ENST00000552569
17033093	0.183025	1.86e-03	3.46889919	-1.22621	3.73e-01		ENST00000552569
17035213	0.183025	1.86e-03	3.46889919	-1.22621	3.73e-01		ENST00000552569
17037872	0.183025	1.86e-03	3.46889919	-1.22621	3.73e-01		ENST00000552569
17040586	0.183025	1.86e-03	3.46889919	-1.22621	3.73e-01		ENST00000552569
16686260	0.184194	1.87e-03	3.46565202	-1.23336	3.18e-01		ENST00000372237
17043550	0.184397	1.88e-03	-3.46379004	-1.23746	-2.51e-01		ENST00000340080
16682835	0.184397	1.88e-03	3.46376473	-1.23752	3.46e-01	NM_024544	
17016221	0.184408	1.88e-03	3.4630157	-1.23917	7.42e-01	NM_014722	
16757416	0.184647	1.89e-03	3.4612674	-1.24302	4.58e-01		ENST00000549621
17118386	0.184647	1.90e-03	3.46007526	-1.24564	4.26e-01		ENST00000395253
16789330	0.184647	1.90e-03	3.45991043	-1.24601	2.49e-01		TCONS_00022642-XLOC_010945
16656761	0.184647	1.90e-03	-3.45962169	-1.24664	-1.53		--normgene->intron
17095772	0.185091	1.91e-03	3.4579534	-1.25031	2.62e-01		TCONS_l2_00030010-XLOC_l2_015286
16760940	0.185272	1.92e-03	3.45622816	-1.25411	3.16e-01		ENST00000542819
17023308	0.185272	1.92e-03	3.45541456	-1.2559	3.41e-01	NM_016063	
16971167	0.185272	1.92e-03	-3.45524397	-1.25628	-3.53e-01		ENST00000515385
16938761	0.185272	1.92e-03	-3.45470937	-1.25745	-4.59e-01		ENST00000516891
16991164	0.18607	1.94e-03	3.45229435	-1.26276	4.66e-01	NM_001122853	
16914972	0.186275	1.94e-03	3.45114753	-1.26529	4.95e-01	NM_018431	
17009918	0.186342	1.95e-03	3.45029597	-1.26716	3.34e-01	NM_003463	
16961872	0.186765	1.96e-03	-3.44820724	-1.27175	-9.03e-01	NM_181426	
16740950	0.186765	1.96e-03	-3.44798183	-1.27225	-7.21e-01		ENST00000516900
16857402	0.187332	1.97e-03	3.44607496	-1.27644	4.22e-01		ENST00000394521
16821616	0.187338	1.97e-03	3.44535778	-1.27802	3.80e-01		--normgene->exon
16717359	0.187417	1.98e-03	3.4433844	-1.28236	4.96e-01	NM_002079	
16972070	0.187417	1.98e-03	-3.44331161	-1.28252	-2.13e-01		TCONS_00007673-XLOC_003765
16811936	0.187417	1.99e-03	-3.44218769	-1.28499	-3.07e-01	NM_020843	
16953012	0.187417	1.99e-03	3.44173391	-1.28599	8.42e-01	NM_182702	
16656413	0.187417	1.99e-03	-3.44169025	-1.28608	-7.79e-01		--normgene->intron
16830302	0.188926	2.01e-03	3.43781159	-1.2946	3.27e-01	NM_000018	
16651751	0.189137	2.02e-03	-3.43495298	-1.30088	-8.40e-01		--normgene->intron
16735253	0.189137	2.03e-03	3.43397576	-1.30303	6.39e-01		ENST00000530201
16698679	0.189137	2.03e-03	3.43370908	-1.30362	3.85e-01		ENST00000425161
16978969	0.189137	2.03e-03	3.43310183	-1.30495	3.46e-01	NM_030821	
16909814	0.189137	2.03e-03	3.43271824	-1.30579	4.06e-01	AK056246	
17105321	0.189137	2.04e-03	3.43240456	-1.30648	2.45e-01	NM_022144	
16741314	0.189137	2.04e-03	3.43183025	-1.30774	3.07e-01	NM_181515	
16653119	0.189137	2.05e-03	-3.43031915	-1.31106	-8.08e-01		--normgene->intron
16837418	0.189137	2.05e-03	3.42920652	-1.3135	3.82e-01	NM_000346	
16761726	0.189137	2.05e-03	3.42901671	-1.31392	2.99e-01		ENST00000240617
17125246	0.189137	2.06e-03	3.42844079	-1.31518	5.17e-01		--rescue
16880596	0.189137	2.06e-03	3.42829794	-1.3155	5.19e-01	NM_001199111	
17126286	0.189137	2.06e-03	3.42826569	-1.31557	3.21e-01		--rescue
16650253	0.189137	2.06e-03	3.4277332	-1.31674	5.51e-01		--normgene->intron
16771045	0.190167	2.07e-03	-3.4248961	-1.32296	-6.44e-01		ENST00000535921
16935228	0.190291	2.08e-03	3.42395948	-1.32502	3.66e-01		ENST00000331163
17118692	0.190841	2.09e-03	-3.42148037	-1.33046	-5.07e-01		--rescue
16840593	0.190841	2.09e-03	3.42145819	-1.33051	5.63e-01		--normgene->exon
16835483	0.193021	2.12e-03	3.41585375	-1.3428	4.71e-01		ENST00000355938
16755521	0.193021	2.12e-03	3.41541743	-1.34375	1.08		--normgene->exon
16702212	0.193021	2.13e-03	-3.41474291	-1.34523	-5.49e-01		ENST00000438246
16833827	0.193021	2.13e-03	3.41414423	-1.34655	6.42e-01		ENST00000309889
16703220	0.193021	2.14e-03	3.41348219	-1.348	2.62e-01	NM_012228	
17001299	0.193021	2.14e-03	3.41290888	-1.34925	5.23e-01		ENST00000398514
16729838	0.193766	2.15e-03	3.41047353	-1.35459	5.25e-01		ENST00000411083
17060543	0.193766	2.15e-03	-3.41004007	-1.35554	-5.94e-01		ENST00000410550
16830543	0.194193	2.16e-03	-3.40849731	-1.35892	-2.83e-01	NR_037926	
16960640	0.194549	2.17e-03	3.40710345	-1.36198	2.59e-01		ENST00000364528
16663931	0.194906	2.18e-03	3.40469212	-1.36726	4.16e-01		ENST00000458657
16763017	0.194906	2.18e-03	-3.40442572	-1.36784	-4.39e-01		ENST00000517254
16865056	0.194906	2.18e-03	3.40438217	-1.36794	4.32e-01	NR_030199	
16961974	0.195904	2.20e-03	-3.4016879	-1.37384	-2.82e-01		ENST00000292782
16916858	0.196734	2.21e-03	-3.39934604	-1.37897	-3.67e-01		ENST00000451507
16654495	0.197302	2.22e-03	-3.39753733	-1.38293	-8.14e-01		--normgene->intron
16873313	0.197309	2.23e-03	3.39686467	-1.3844	2.32e-01	NM_001983	
16751319	0.197734	2.23e-03	3.39535221	-1.38771	3.34e-01	NM_014191	
17009093	0.197789	2.24e-03	3.39458486	-1.38939	6.29e-01	NM_001025366	
16730268	0.198261	2.25e-03	3.39298009	-1.3929	4.42e-01	NM_130847	
16742454	0.199608	2.27e-03	-3.38962884	-1.40023	-4.21e-01	NM_001128620	
16731441	0.199832	2.28e-03	-3.38784751	-1.40413	-6.19e-01		ENST00000335953
17019698	0.199832	2.28e-03	3.38750271	-1.40488	3.34e-01	NM_001251973	
16668439	0.199832	2.28e-03	-3.38670871	-1.40662	-3.73e-01	NM_001242673	
16989568	0.199832	2.28e-03	3.38657343	-1.40691	8.55e-01	NR_002713	
17072159	0.200259	2.29e-03	-3.38496265	-1.41043	-5.57e-01		ENST00000520544
17005167	0.200259	2.30e-03	-3.38442408	-1.41161	-6.76e-01		ENST00000384154
16876549	0.200712	2.31e-03	-3.38267209	-1.41544	-4.48e-01	NM_000547	
16991329	0.200712	2.31e-03	3.3818776	-1.41718	2.23e-01	NM_001242336	
16650335	0.200712	2.32e-03	-3.38076658	-1.41961	-9.62e-01		--normgene->intron
17120960	0.200712	2.32e-03	3.38001238	-1.42126	7.23e-01		--rescue
16734644	0.200712	2.32e-03	3.37978271	-1.42176	4.82e-01	NR_044999	
16663694	0.200712	2.33e-03	3.37862647	-1.42428	2.99e-01	NM_174963	
16971428	0.200712	2.33e-03	3.37798976	-1.42567	5.43e-01		--normgene->exon
16656311	0.200712	2.34e-03	-3.37781093	-1.42607	-8.19e-01		--normgene->intron
16893481	0.200712	2.35e-03	3.37566571	-1.43075	3.89e-01		--normgene->exon
16965051	0.200712	2.35e-03	-3.37554009	-1.43103	-2.54e-01		ENST00000503493
16934604	0.200712	2.35e-03	-3.37535825	-1.43142	-1.52		--normgene->exon
16986810	0.200712	2.35e-03	3.37518001	-1.43181	5.08e-01	NM_001825	
16727204	0.200712	2.35e-03	-3.37485023	-1.43253	-8.06e-01		--normgene->exon
17114551	0.200712	2.35e-03	-3.37455046	-1.43319	-2.92e-01	NM_002139	
17125186	0.201898	2.37e-03	3.37150061	-1.43985	2.93e-01		--rescue
16744020	0.201898	2.38e-03	3.37067862	-1.44164	3.63e-01		ENST00000389568
16732788	0.201898	2.38e-03	-3.36984309	-1.44347	-6.03e-01		ENST00000363327
16984542	0.201898	2.39e-03	3.36916086	-1.44496	2.17e-01	NM_016640	
16942511	0.201898	2.39e-03	3.36904191	-1.44522	3.54e-01	NM_032505	
16887904	0.201929	2.39e-03	3.36804279	-1.4474	4.76e-01		ENST00000362957
17101010	0.201929	2.40e-03	-3.36772523	-1.44809	-4.35e-01		chrUn(+):12836-34543
16938061	0.201945	2.40e-03	-3.36706595	-1.44953	-3.05e-01	NM_014296	
